record_id,product_id,store_id,supplier_id,transaction_date,expiration_date,units_sold,units_wasted,revenue,waste_cost,profit,base_price,cost_price,selling_price
198,DAI_BUT_152,STORE_024,SUPPLIER_18,2024-08-06,2024-08-25,168,72,821.52,181.44,216.72,4.89,2.52,4.89
199,PHA_ANT_945,STORE_008,SUPPLIER_05,2024-09-30,2026-04-23,291,125,141984.72,31603.75,36807.44,487.92,252.83,487.92
200,DEL_HUM_474,STORE_033,SUPPLIER_13,2023-05-28,2023-06-01,43,37,326.37,168.35,-37.63,11,4.55,7.59
201,DEL_PRE_631,STORE_021,SUPPLIER_20,2024-04-12,2024-04-17,227,98,1670.72,429.24,247.22,8.46,4.38,7.36
202,BAK_CRO_444,STORE_032,SUPPLIER_19,2024-06-03,2024-06-07,162,36,840.78,136.8,88.38,5.9,3.8,5.19
203,DEL_DIP_212,STORE_047,SUPPLIER_01,2024-03-02,2024-03-12,241,104,2978.76,616.72,932.91,12.36,5.93,12.36
204,REA_SOU_333,STORE_011,SUPPLIER_17,2023-02-22,2023-02-26,440,0,5799.2,0,2402.4,13.18,7.72,13.18
205,FRO_ICE_941,STORE_037,SUPPLIER_04,2024-11-28,2025-05-29,0,224,0,840,-840,7.05,3.75,7.05
206,SEA_COD_807,STORE_048,SUPPLIER_02,2023-07-28,2023-08-01,175,122,4357.5,2311.9,-1270.65,34.11,18.95,24.9
207,DEL_DIP_589,STORE_012,SUPPLIER_15,2024-06-22,2024-06-29,133,58,2230.41,488.94,620.28,16.77,8.43,16.77
208,BAK_CRO_595,STORE_036,SUPPLIER_10,2023-07-16,2023-07-18,162,0,797.04,0,246.24,4.92,3.4,4.92
209,BAK_BAG_312,STORE_021,SUPPLIER_16,2024-12-07,2024-12-13,417,0,2723.01,0,871.53,6.53,4.44,6.53
210,BAK_CAK_224,STORE_025,SUPPLIER_13,2024-08-10,2024-08-15,421,0,4045.81,0,391.53,12.64,8.68,9.61
211,SEA_TUN_143,STORE_023,SUPPLIER_15,2023-10-22,2023-10-29,108,11,3485.16,221.54,1088.5,32.27,20.14,32.27
212,PRO_GRA_651,STORE_018,SUPPLIER_05,2023-10-05,2023-10-20,105,27,184.8,29.7,39.6,1.76,1.1,1.76
213,PRO_LET_785,STORE_004,SUPPLIER_04,2024-06-27,2024-07-06,48,13,186.72,31.07,40.93,3.89,2.39,3.89
214,SEA_SAL_663,STORE_031,SUPPLIER_07,2023-06-11,2023-06-15,156,0,5611.32,0,2882.88,35.97,17.49,35.97
215,DAI_SOU_191,STORE_035,SUPPLIER_02,2024-10-29,2024-11-18,461,0,3950.77,0,1627.33,11.13,5.04,8.57
216,SEA_SAL_956,STORE_048,SUPPLIER_10,2024-02-11,2024-02-16,300,0,12132,0,7245,40.44,16.29,40.44
217,REA_SAN_443,STORE_009,SUPPLIER_17,2023-10-19,2023-10-22,46,21,382.26,106.47,42.57,11.08,5.07,8.31
218,DEL_TUR_848,STORE_046,SUPPLIER_06,2024-04-14,2024-04-25,161,0,676.2,0,338.1,4.2,2.1,4.2
219,REA_FRE_875,STORE_028,SUPPLIER_17,2023-07-17,2023-07-18,58,0,284.78,0,5.22,9.26,4.82,4.91
220,SEA_SHR_588,STORE_017,SUPPLIER_13,2023-11-28,2023-12-01,498,0,6573.6,0,1364.52,16.71,10.46,13.2
221,DEL_SAL_696,STORE_042,SUPPLIER_12,2024-08-09,2024-08-11,70,0,306.6,0,-95.2,13.7,5.74,4.38
222,BEV_KOM_263,STORE_046,SUPPLIER_10,2024-02-20,2024-03-11,299,192,2248.48,854.4,63.53,7.52,4.45,7.52
223,BAK_CAK_729,STORE_031,SUPPLIER_05,2023-08-15,2023-08-18,194,7,1534.54,38.57,427.03,7.91,5.51,7.91
224,FRO_FRO_582,STORE_016,SUPPLIER_20,2024-07-04,2024-11-04,238,0,4276.86,0,2460.92,17.97,7.63,17.97
225,PHA_BIO_470,STORE_004,SUPPLIER_18,2023-03-21,2024-10-20,284,0,128623.6,0,69372.68,452.9,208.63,452.9
226,SEA_SHR_435,STORE_044,SUPPLIER_07,2024-06-16,2024-06-21,470,0,16229.1,0,7355.5,34.53,18.88,34.53
227,PHA_PRO_928,STORE_033,SUPPLIER_14,2023-02-26,2024-06-01,0,246,0,24285.12,-24285.12,236.55,98.72,186.87
228,BAK_BAG_122,STORE_048,SUPPLIER_07,2024-02-10,2024-02-14,186,0,974.64,0,241.8,9.52,3.94,5.24
229,MEA_TUR_161,STORE_019,SUPPLIER_14,2023-03-12,2023-03-22,338,0,2906.8,0,1625.78,8.6,3.79,8.6
230,FRO_FRO_491,STORE_006,SUPPLIER_18,2024-04-04,2024-10-26,70,0,429.1,0,147,6.13,4.03,6.13
231,SEA_CRA_502,STORE_001,SUPPLIER_01,2024-06-25,2024-06-28,344,34,5930.56,809.88,-3073.4,44.2,23.82,17.24
232,PHA_PRO_644,STORE_030,SUPPLIER_12,2024-01-24,2024-09-14,458,0,34299.62,0,15434.6,90.23,41.19,74.89
233,MEA_BEE_928,STORE_016,SUPPLIER_07,2024-11-07,2024-11-16,238,0,1254.26,0,380.8,6.35,3.67,5.27
234,REA_FRE_820,STORE_026,SUPPLIER_15,2023-02-19,2023-02-21,316,136,2543.8,508.64,853.32,8.05,3.74,8.05
235,DAI_CHE_615,STORE_021,SUPPLIER_19,2023-10-24,2023-11-01,166,8,1324.68,38.4,489.48,7.98,4.8,7.98
236,PRO_BAN_997,STORE_027,SUPPLIER_10,2023-05-27,2023-06-14,312,0,914.16,0,396.24,2.93,1.66,2.93
237,SEA_LOB_795,STORE_004,SUPPLIER_12,2024-03-13,2024-03-18,340,72,11505.6,1854.72,892.48,42.84,25.76,33.84
238,PHA_ANT_813,STORE_020,SUPPLIER_13,2024-03-02,2025-04-16,133,0,13855.94,0,6078.1,104.18,58.48,104.18
239,PRO_BAN_978,STORE_004,SUPPLIER_18,2024-12-25,2024-12-31,196,85,617.4,173.4,44.16,3.89,2.04,3.15
240,SEA_COD_348,STORE_042,SUPPLIER_03,2023-09-19,2023-09-21,41,16,932.34,440.8,-638.01,42.12,27.55,22.74
241,PHA_BIO_949,STORE_025,SUPPLIER_20,2023-07-15,2023-09-27,0,106,0,21575.24,-21575.24,307.42,203.54,307.42
242,REA_FRE_787,STORE_014,SUPPLIER_11,2024-07-26,2024-07-27,118,0,453.12,0,-256.06,8.94,6.01,3.84
243,PRO_AVO_220,STORE_026,SUPPLIER_08,2024-05-05,2024-05-14,204,0,991.44,0,365.16,4.86,3.07,4.86
244,BEV_MIL_764,STORE_024,SUPPLIER_17,2024-01-03,2024-01-17,264,157,2391.84,767.73,333.15,9.06,4.89,9.06
245,BEV_KOM_308,STORE_003,SUPPLIER_19,2024-01-15,2024-01-29,15,3,133.65,16.65,33.75,8.91,5.55,8.91
246,BAK_CRO_698,STORE_019,SUPPLIER_05,2024-08-16,2024-08-22,192,109,873.6,232.17,232.47,4.55,2.13,4.55
247,PRO_APP_663,STORE_049,SUPPLIER_16,2024-11-01,2024-11-12,128,133,994.56,611.8,-206.04,7.77,4.6,7.77
248,BEV_SMO_850,STORE_047,SUPPLIER_18,2023-12-27,2024-01-07,192,95,1134.72,379.05,-10.41,5.91,3.99,5.91
249,DAI_CRE_134,STORE_049,SUPPLIER_01,2023-03-18,2023-04-13,128,0,783.36,0,272.64,6.12,3.99,6.12
250,MEA_GRO_254,STORE_030,SUPPLIER_12,2023-01-10,2023-01-14,168,320,614.88,1174.4,-1176.08,6.21,3.67,3.66
251,REA_WRA_775,STORE_035,SUPPLIER_18,2024-05-14,2024-05-15,379,0,2080.71,0,492.7,10.35,4.19,5.49
252,BAK_CRO_393,STORE_044,SUPPLIER_14,2023-01-18,2023-01-22,64,0,567.04,0,29.44,12.48,8.4,8.86
253,MEA_TUR_252,STORE_034,SUPPLIER_09,2023-09-04,2023-09-08,145,68,3088.5,695.64,909.51,21.3,10.23,21.3
254,MEA_POR_515,STORE_015,SUPPLIER_10,2024-04-15,2024-04-19,240,104,4483.2,1270.88,279.52,18.68,12.22,18.68
255,DAI_MIL_515,STORE_031,SUPPLIER_02,2024-01-24,2024-02-06,36,16,301.32,81.76,35.6,8.37,5.11,8.37
256,BEV_COL_760,STORE_034,SUPPLIER_02,2023-12-06,2023-12-30,254,110,975.36,282.7,39.88,3.84,2.57,3.84
257,REA_WRA_377,STORE_035,SUPPLIER_19,2023-02-17,2023-02-17,445,0,2656.65,0,-80.1,13.56,6.15,5.97
258,DEL_HAM_312,STORE_005,SUPPLIER_10,2024-08-24,2024-08-28,305,132,1088.85,390.72,-204.67,6.27,2.96,3.57
259,FRO_FRO_439,STORE_033,SUPPLIER_12,2024-01-29,2024-06-03,439,0,2133.54,0,1000.92,4.86,2.58,4.86
260,MEA_POR_719,STORE_002,SUPPLIER_09,2024-09-20,2024-09-27,82,44,1694.94,486.64,301.38,20.67,11.06,20.67
261,DEL_HUM_484,STORE_006,SUPPLIER_20,2024-03-18,2024-03-22,39,8,317.46,30.88,136.04,8.14,3.86,8.14
262,MEA_POR_257,STORE_021,SUPPLIER_12,2024-01-25,2024-01-29,135,32,962.55,91.52,484.93,7.13,2.86,7.13
263,BEV_KOM_879,STORE_006,SUPPLIER_06,2023-10-04,2023-10-13,272,0,1156,0,315.52,5.45,3.09,4.25
264,FRO_PIZ_126,STORE_006,SUPPLIER_20,2023-04-02,2023-09-20,144,63,1954.08,425.25,556.83,13.57,6.75,13.57
265,DAI_YOG_523,STORE_047,SUPPLIER_18,2024-02-02,2024-03-01,302,0,3337.1,0,1023.78,11.05,7.66,11.05
266,PHA_VAC_801,STORE_018,SUPPLIER_10,2024-01-25,2024-07-29,95,0,13792.1,0,7671.25,145.18,64.43,145.18
267,FRO_FRO_531,STORE_005,SUPPLIER_12,2023-11-03,2024-05-28,0,330,0,1257.3,-1257.3,8.03,3.81,8.03
268,BEV_MIL_731,STORE_009,SUPPLIER_10,2023-07-20,2023-08-09,440,0,902,0,435.6,2.05,1.06,2.05
269,REA_WRA_923,STORE_028,SUPPLIER_20,2023-12-04,2023-12-07,340,155,1380.4,520.8,-282.8,6.77,3.36,4.06
270,PRO_APP_421,STORE_019,SUPPLIER_16,2023-07-01,2023-07-14,176,0,1367.52,0,499.84,7.77,4.93,7.77
271,FRO_FRO_936,STORE_037,SUPPLIER_07,2024-02-07,2024-09-26,0,359,0,2728.4,-2728.4,13.48,7.6,13.48
272,PHA_INS_844,STORE_019,SUPPLIER_03,2024-04-17,2024-10-22,195,24,80379,6318.48,22722.87,412.2,263.27,412.2
273,BEV_SMO_748,STORE_043,SUPPLIER_05,2023-11-07,2023-11-19,47,0,362.84,0,131.6,7.72,4.92,7.72
274,BEV_MIL_590,STORE_033,SUPPLIER_14,2024-08-19,2024-09-03,130,64,825.5,259.2,39.8,6.35,4.05,6.35
275,PHA_EYE_753,STORE_043,SUPPLIER_12,2023-03-29,2023-08-02,262,36,20302.38,2010.6,3659.08,95.67,55.85,77.49
276,FRO_FRO_915,STORE_007,SUPPLIER_09,2024-03-16,2024-07-08,295,0,2227.25,0,837.8,7.55,4.71,7.55
277,REA_FRE_689,STORE_026,SUPPLIER_15,2023-08-15,2023-08-18,150,116,2256,1005.72,-50.22,15.04,8.67,15.04
278,SEA_TUN_125,STORE_027,SUPPLIER_03,2024-05-09,2024-05-10,82,0,362.44,0,-324.72,12.29,8.38,4.42
279,DEL_SAL_451,STORE_031,SUPPLIER_12,2024-04-11,2024-04-15,242,124,1834.36,703.08,-240.86,10.67,5.67,7.58
280,BEV_KOM_168,STORE_008,SUPPLIER_01,2023-11-04,2023-11-10,316,40,2777.64,208.8,919.32,8.79,5.22,8.79
281,SEA_LOB_349,STORE_022,SUPPLIER_18,2024-06-12,2024-06-15,388,30,6642.56,384.3,1287.98,23.78,12.81,17.12
282,FRO_ICE_290,STORE_002,SUPPLIER_20,2024-10-17,2025-06-05,0,229,0,2221.3,-2221.3,18.13,9.7,18.13
283,FRO_PIZ_821,STORE_049,SUPPLIER_03,2023-08-08,2024-01-03,0,284,0,2405.48,-2405.48,13.24,8.47,13.24
284,SEA_TUN_433,STORE_017,SUPPLIER_16,2023-07-21,2023-07-26,220,95,3935.8,1547.55,-1195.55,27.53,16.29,17.89
285,FRO_FRO_501,STORE_023,SUPPLIER_15,2024-08-24,2024-11-28,371,0,5149.48,0,1832.74,13.88,8.94,13.88
286,BAK_CRO_704,STORE_021,SUPPLIER_04,2023-03-28,2023-04-04,140,61,714,135.42,267.78,5.1,2.22,5.1
287,SEA_CRA_497,STORE_037,SUPPLIER_13,2024-03-04,2024-03-10,199,86,4706.35,1110.26,1027,23.65,12.91,23.65
288,SEA_CRA_270,STORE_012,SUPPLIER_11,2024-05-16,2024-05-20,451,2,17656.65,45.86,7269.36,39.15,22.93,39.15
289,DEL_HAM_596,STORE_036,SUPPLIER_17,2023-05-20,2023-05-25,182,79,2391.48,542.73,598.41,13.14,6.87,13.14
290,FRO_FRO_600,STORE_049,SUPPLIER_08,2023-06-21,2023-09-30,162,123,1404.54,514.14,213.24,8.67,4.18,8.67
291,BAK_PAS_899,STORE_050,SUPPLIER_16,2024-04-13,2024-04-17,68,0,622.2,0,352.24,9.15,3.97,9.15
292,BAK_DON_656,STORE_049,SUPPLIER_15,2024-01-11,2024-01-17,62,0,564.2,0,171.12,9.1,6.34,9.1
293,PRO_BAN_995,STORE_023,SUPPLIER_03,2023-02-03,2023-02-18,378,29,1538.46,82.36,382.58,4.07,2.84,4.07
294,PRO_TOM_930,STORE_041,SUPPLIER_14,2024-08-25,2024-09-04,80,35,172.8,33.25,63.55,2.16,0.95,2.16
295,PRO_GRA_160,STORE_018,SUPPLIER_20,2024-08-06,2024-08-16,370,0,1764.9,0,888,4.77,2.37,4.77
296,BAK_CAK_686,STORE_007,SUPPLIER_05,2023-10-01,2023-10-05,252,228,2378.88,2104.44,-2051.52,14.52,9.23,9.44
297,DAI_YOG_987,STORE_016,SUPPLIER_05,2024-11-02,2024-11-10,399,0,3634.89,0,1276.8,9.11,5.91,9.11
298,FRO_FRO_245,STORE_025,SUPPLIER_15,2024-08-14,2025-01-05,282,121,1469.22,402.93,127.23,5.21,3.33,5.21
299,MEA_LAM_627,STORE_032,SUPPLIER_11,2023-10-12,2023-10-19,310,133,5158.4,1461.67,289.83,16.64,10.99,16.64
300,MEA_GRO_569,STORE_035,SUPPLIER_13,2024-10-12,2024-10-20,82,36,767.52,178.2,183.42,9.36,4.95,9.36
301,BEV_KOM_430,STORE_037,SUPPLIER_05,2023-10-18,2023-10-31,185,0,1208.05,0,549.45,6.53,3.56,6.53
302,DAI_MIL_201,STORE_002,SUPPLIER_04,2024-10-03,2024-10-26,120,123,1354.8,621.15,127.65,11.29,5.05,11.29
303,DAI_BUT_307,STORE_011,SUPPLIER_09,2024-12-06,2024-12-13,28,24,82.04,35.76,4.56,2.93,1.49,2.93
304,DEL_DIP_764,STORE_041,SUPPLIER_10,2023-06-19,2023-06-21,121,108,1353.99,957.96,-677.24,14.16,8.87,11.19
305,MEA_GRO_197,STORE_005,SUPPLIER_05,2023-01-02,2023-01-07,237,0,3118.92,0,895.86,16.87,9.38,13.16
306,DAI_MIL_812,STORE_045,SUPPLIER_05,2023-12-18,2023-12-25,20,35,135.6,111.3,-39.3,6.78,3.18,6.78
307,MEA_BEE_420,STORE_025,SUPPLIER_05,2024-01-12,2024-01-19,45,0,802.35,0,318.6,17.83,10.75,17.83
308,PHA_EYE_108,STORE_029,SUPPLIER_12,2024-09-16,2026-07-01,87,0,31788.06,0,13083.06,365.38,215,365.38
309,FRO_FRO_803,STORE_007,SUPPLIER_05,2024-03-29,2024-09-11,144,62,2309.76,573.5,404.26,16.04,9.25,16.04
310,DEL_PRE_422,STORE_042,SUPPLIER_03,2023-05-24,2023-05-29,367,12,2055.2,51.96,414.13,7.47,4.33,5.6
311,REA_SUS_897,STORE_014,SUPPLIER_17,2024-12-08,2024-12-08,147,63,568.89,371.07,-668.01,12.89,5.89,3.87
312,BAK_BAG_155,STORE_008,SUPPLIER_08,2023-09-03,2023-09-07,196,84,782.04,412.44,-592.76,8.49,4.91,3.99
313,DAI_YOG_424,STORE_027,SUPPLIER_12,2023-05-16,2023-05-29,175,76,1305.5,256.12,459.63,7.46,3.37,7.46
314,MEA_BEE_701,STORE_014,SUPPLIER_02,2023-03-11,2023-03-13,149,64,2096.43,1027.2,-1322.22,23.45,16.05,14.07
315,PHA_ANT_743,STORE_028,SUPPLIER_13,2024-12-30,2026-03-12,325,0,17868.5,0,7845.5,54.98,30.84,54.98
316,SEA_TUN_185,STORE_010,SUPPLIER_18,2023-11-14,2023-11-16,400,0,3216,0,-1412,20.09,11.57,8.04
317,MEA_POR_815,STORE_016,SUPPLIER_03,2024-03-23,2024-03-29,323,0,7587.27,0,4289.44,23.49,10.21,23.49
318,REA_SAN_416,STORE_001,SUPPLIER_05,2024-11-13,2024-11-15,497,0,7017.64,0,3866.66,14.12,6.34,14.12
319,DEL_HUM_629,STORE_009,SUPPLIER_09,2023-09-23,2023-09-27,470,0,6702.2,0,3783.5,14.26,6.21,14.26
320,DAI_YOG_926,STORE_005,SUPPLIER_09,2024-03-15,2024-03-24,49,0,446.88,0,190.61,9.12,5.23,9.12
321,BEV_COL_623,STORE_037,SUPPLIER_06,2024-01-04,2024-01-11,44,18,169.4,42.3,23.7,4.94,2.35,3.85
322,REA_FRE_840,STORE_003,SUPPLIER_01,2023-04-29,2023-05-01,144,62,506.88,274.66,-405.7,8.18,4.43,3.52
323,SEA_SHR_978,STORE_048,SUPPLIER_14,2023-02-06,2023-02-10,447,31,6123.9,239.94,2424.18,16.31,7.74,13.7
324,DEL_SAL_945,STORE_008,SUPPLIER_17,2023-03-21,2023-03-31,124,0,1665.32,0,973.4,13.43,5.58,13.43
325,PHA_INS_510,STORE_050,SUPPLIER_10,2023-03-12,2024-05-19,0,14,0,1376.48,-1376.48,173.74,98.32,173.74
326,DEL_TUR_398,STORE_040,SUPPLIER_08,2024-07-31,2024-08-05,183,79,1919.67,478.74,331.95,10.49,6.06,10.49
327,PRO_AVO_659,STORE_027,SUPPLIER_01,2023-09-09,2023-09-16,439,0,1154.57,0,570.7,2.63,1.33,2.63
328,DAI_YOG_101,STORE_047,SUPPLIER_10,2024-11-04,2024-11-16,52,79,158.08,134.3,-64.62,3.04,1.7,3.04
329,FRO_FRO_161,STORE_003,SUPPLIER_08,2023-05-26,2023-12-04,0,368,0,3757.28,-3757.28,18.36,10.21,18.36
330,DEL_PRE_865,STORE_033,SUPPLIER_05,2023-03-28,2023-04-09,313,0,3195.73,0,1098.63,12.92,6.7,10.21
331,REA_SAN_545,STORE_019,SUPPLIER_09,2024-11-09,2024-11-11,211,0,3388.66,0,1090.87,16.06,10.89,16.06
332,DEL_SAL_563,STORE_013,SUPPLIER_05,2023-10-06,2023-10-12,59,30,880.28,257.7,115.77,14.92,8.59,14.92
333,MEA_CHI_560,STORE_008,SUPPLIER_18,2024-04-22,2024-04-29,241,0,2932.97,0,1082.09,12.17,7.68,12.17
334,BAK_MUF_371,STORE_044,SUPPLIER_10,2023-05-03,2023-05-05,28,2,271.04,15.52,38.24,12.74,7.76,9.68
335,PRO_GRA_977,STORE_046,SUPPLIER_08,2023-12-02,2023-12-09,35,0,272.3,0,130.9,7.78,4.04,7.78
336,BAK_CAK_939,STORE_029,SUPPLIER_18,2023-06-28,2023-06-29,151,95,1771.23,529.15,401.01,11.73,5.57,11.73
337,MEA_SAU_912,STORE_004,SUPPLIER_08,2023-05-24,2023-05-28,145,55,607.55,270.6,-376.45,7.61,4.92,4.19
338,MEA_TUR_700,STORE_005,SUPPLIER_07,2023-09-23,2023-09-27,43,32,614.47,393.28,-307.28,23.05,12.29,14.29
339,MEA_SAU_949,STORE_030,SUPPLIER_02,2023-12-06,2023-12-10,430,0,3594.8,0,1539.4,8.36,4.78,8.36
340,FRO_FRO_130,STORE_023,SUPPLIER_07,2024-01-27,2024-10-09,0,238,0,2127.72,-2127.72,18.53,8.94,18.53
341,SEA_SAL_728,STORE_042,SUPPLIER_10,2024-09-26,2024-10-02,137,118,3625.02,2075.62,-860.43,26.46,17.59,26.46
342,DAI_MIL_386,STORE_013,SUPPLIER_17,2024-01-28,2024-02-03,201,87,902.49,273.18,-1.83,4.49,3.14,4.49
343,DAI_BUT_900,STORE_035,SUPPLIER_16,2024-12-31,2025-01-13,74,100,402.56,310,-136.84,5.44,3.1,5.44
344,FRO_FRO_284,STORE_002,SUPPLIER_09,2023-01-27,2023-08-10,0,281,0,969.45,-969.45,4.94,3.45,4.94
345,DEL_HUM_338,STORE_043,SUPPLIER_08,2023-06-13,2023-06-17,479,0,2998.54,0,613.12,7.73,4.98,6.26
346,DAI_SOU_324,STORE_023,SUPPLIER_06,2024-08-12,2024-09-05,422,0,1586.72,0,670.98,3.76,2.17,3.76
347,DEL_HUM_128,STORE_037,SUPPLIER_19,2024-12-21,2025-01-02,438,0,2176.86,0,381.06,5.99,4.1,4.97
348,BEV_MIL_416,STORE_006,SUPPLIER_02,2023-06-29,2023-07-21,279,0,1076.94,0,574.74,3.86,1.8,3.86
349,BEV_FRE_439,STORE_022,SUPPLIER_06,2024-09-20,2024-10-02,175,0,1636.25,0,567,9.35,6.11,9.35
350,DAI_MIL_251,STORE_050,SUPPLIER_04,2024-08-23,2024-09-17,32,15,334.72,103.2,11.36,10.46,6.88,10.46
351,DEL_DIP_778,STORE_022,SUPPLIER_10,2024-02-10,2024-02-22,384,0,3271.68,0,1006.08,8.52,5.9,8.52
352,FRO_FRO_764,STORE_036,SUPPLIER_20,2023-11-21,2024-03-04,213,98,3533.67,759.5,1123.42,16.59,7.75,16.59
353,SEA_COD_414,STORE_012,SUPPLIER_01,2024-12-06,2024-12-10,210,0,9053.1,0,2856,43.11,29.51,43.11
354,REA_SAN_286,STORE_041,SUPPLIER_19,2024-09-08,2024-09-11,125,54,793.75,188.46,169.04,6.35,3.49,6.35
355,MEA_CHI_455,STORE_046,SUPPLIER_11,2023-11-24,2023-11-29,137,0,1908.41,0,993.25,13.93,6.68,13.93
356,MEA_POR_362,STORE_025,SUPPLIER_15,2023-04-21,2023-04-24,323,139,4696.42,1886.23,-1572.92,19.65,13.57,14.54
357,FRO_FRO_487,STORE_007,SUPPLIER_16,2023-12-26,2024-10-12,0,398,0,3792.94,-3792.94,16.62,9.53,16.62
358,PRO_TOM_562,STORE_002,SUPPLIER_11,2023-03-17,2023-03-20,139,46,393.37,56.12,167.67,2.83,1.22,2.83
359,SEA_COD_264,STORE_022,SUPPLIER_20,2023-03-18,2023-03-24,370,0,16450.2,0,5461.2,44.46,29.7,44.46
360,DAI_BUT_769,STORE_011,SUPPLIER_02,2023-06-18,2023-07-06,74,33,222.74,45.87,74.01,3.01,1.39,3.01
361,FRO_FRO_839,STORE_020,SUPPLIER_08,2024-07-07,2024-12-13,291,0,1609.23,0,776.97,5.53,2.86,5.53
362,BEV_SMO_155,STORE_006,SUPPLIER_10,2024-01-05,2024-01-11,178,77,1529.02,388.85,241.27,8.59,5.05,8.59
363,PRO_LET_126,STORE_019,SUPPLIER_03,2023-07-31,2023-08-06,411,0,1771.41,0,1002.84,4.31,1.87,4.31
364,FRO_FRO_600,STORE_042,SUPPLIER_18,2024-11-07,2025-05-10,205,0,2091,0,1020.9,10.2,5.22,10.2
365,DEL_TUR_556,STORE_030,SUPPLIER_09,2023-02-15,2023-02-21,0,41,0,141.45,-141.45,7.17,3.45,6.09
366,SEA_TIL_813,STORE_043,SUPPLIER_12,2024-11-14,2024-11-16,243,154,9209.7,3059.98,1321.31,37.9,19.87,37.9
367,REA_SAL_666,STORE_035,SUPPLIER_16,2023-03-04,2023-03-07,110,53,1369.5,310.58,414.32,12.45,5.86,12.45
368,MEA_LAM_974,STORE_049,SUPPLIER_15,2023-02-05,2023-02-10,82,36,561.7,211.68,-132.14,8.46,5.88,6.85
369,PRO_TOM_143,STORE_013,SUPPLIER_05,2024-03-09,2024-03-13,476,0,3255.84,0,1699.32,6.84,3.27,6.84
370,MEA_BEE_497,STORE_018,SUPPLIER_17,2024-07-23,2024-07-30,216,196,3058.56,1836.52,-801.88,14.16,9.37,14.16
371,REA_SOU_635,STORE_010,SUPPLIER_05,2024-03-05,2024-03-05,491,0,1944.36,0,-1546.65,12.37,7.11,3.96
372,MEA_BEE_676,STORE_023,SUPPLIER_14,2023-04-14,2023-04-19,158,144,1153.4,882.72,-697.86,10.28,6.13,7.3
373,REA_WRA_138,STORE_010,SUPPLIER_20,2023-06-26,2023-06-28,28,1,263.76,7.85,36.11,12.91,7.85,9.42
374,FRO_FRO_807,STORE_031,SUPPLIER_09,2023-09-01,2023-11-02,428,0,7853.8,0,4665.2,18.35,7.45,18.35
375,BAK_CAK_387,STORE_007,SUPPLIER_08,2024-05-18,2024-05-23,165,71,618.75,184.6,5.15,3.75,2.6,3.75
376,DEL_SAL_846,STORE_013,SUPPLIER_15,2024-03-02,2024-03-14,389,0,2707.44,0,956.94,6.96,4.5,6.96
377,BEV_MIL_988,STORE_011,SUPPLIER_03,2024-01-18,2024-01-24,64,15,287.36,37.2,91.44,4.49,2.48,4.49
378,PHA_EYE_129,STORE_004,SUPPLIER_08,2023-06-27,2024-01-15,0,194,0,2500.66,-2500.66,31.04,12.89,31.04
379,PRO_BAN_477,STORE_041,SUPPLIER_04,2024-04-20,2024-05-06,260,0,1500.2,0,790.4,5.77,2.73,5.77
380,REA_WRA_281,STORE_023,SUPPLIER_06,2024-04-30,2024-05-04,435,0,6912.15,0,3610.5,15.89,7.59,15.89
381,MEA_POR_128,STORE_037,SUPPLIER_07,2024-01-31,2024-02-03,356,0,5279.48,0,594.52,22.14,13.16,14.83
382,PRO_BAN_767,STORE_050,SUPPLIER_01,2024-02-24,2024-03-14,57,41,246.24,77.9,60.04,4.32,1.9,4.32
383,REA_SAN_329,STORE_046,SUPPLIER_09,2023-09-16,2023-09-20,121,67,851.84,361.13,-161.48,10.51,5.39,7.04
384,BEV_KOM_323,STORE_034,SUPPLIER_20,2024-04-22,2024-05-03,271,0,1108.39,0,504.06,5.18,2.23,4.09
385,DEL_HUM_762,STORE_020,SUPPLIER_04,2024-08-31,2024-09-10,151,0,1313.7,0,501.32,10.74,5.38,8.7
386,DEL_SAL_367,STORE_013,SUPPLIER_05,2024-11-02,2024-11-14,38,1,350.36,5.31,143.27,11.24,5.31,9.22
387,REA_WRA_776,STORE_042,SUPPLIER_16,2023-11-24,2023-11-26,224,0,1812.16,0,-112,17.97,8.59,8.09
388,FRO_FRO_854,STORE_037,SUPPLIER_07,2023-02-06,2023-11-01,232,129,2201.68,752.07,97.05,9.49,5.83,9.49
389,PHA_BIO_903,STORE_033,SUPPLIER_10,2024-05-02,2026-01-18,0,458,0,126957.6,-126957.6,425.03,277.2,425.03
390,PHA_VAC_400,STORE_048,SUPPLIER_09,2023-04-10,2024-08-02,393,84,144120.96,17487.96,44814.33,366.72,208.19,366.72
391,SEA_LOB_443,STORE_023,SUPPLIER_08,2024-11-01,2024-11-03,266,147,9453.64,2571.03,2230.27,35.54,17.49,35.54
392,DEL_SAL_366,STORE_008,SUPPLIER_16,2024-08-22,2024-08-28,292,15,1387,42,527.4,4.75,2.8,4.75
393,REA_SAN_583,STORE_044,SUPPLIER_13,2023-07-19,2023-07-24,455,0,5409.95,0,2575.3,11.89,6.23,11.89
394,SEA_SHR_305,STORE_010,SUPPLIER_11,2023-12-17,2023-12-21,31,20,1002.23,362.4,78.11,39.91,18.12,32.33
395,BEV_KOM_746,STORE_004,SUPPLIER_01,2023-07-01,2023-07-13,406,0,2281.72,0,1226.12,5.62,2.6,5.62
396,SEA_CRA_882,STORE_009,SUPPLIER_20,2023-06-12,2023-06-17,229,0,5507.45,0,2594.57,24.05,12.72,24.05
